Track ID,Track Name,Album Titles,Media Type,Genres
2614,Nico,Beyond Good And Evil,MPEG audio file,Rock
2615,American Gothic,Beyond Good And Evil,MPEG audio file,Rock
2616,Ashes And Ghosts,Beyond Good And Evil,MPEG audio file,Rock
2617,Shape The Sky,Beyond Good And Evil,MPEG audio file,Rock
2618,Speed Of Light,Beyond Good And Evil,MPEG audio file,Rock
2619,True Believers,Beyond Good And Evil,MPEG audio file,Rock
2620,My Bridges Burn,Beyond Good And Evil,MPEG audio file,Rock
2621,She Sells Sanctuary,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2622,Fire Woman,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2623,Lil' Evil,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2624,Spirit Walker,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2625,The Witch,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2626,Revolution,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2627,Wild Hearted Son,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2628,Love Removal Machine,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2629,Rain,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2630,Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2631,Heart Of Soul,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2632,Love,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2633,Wild Flower,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2634,Go West,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2635,Resurrection Joe,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2636,Sun King,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2637,Sweet Soul Sister,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2638,Earth Mofo,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",MPEG audio file,Rock
2639,Break on Through,The Doors,MPEG audio file,Rock
2640,Soul Kitchen,The Doors,MPEG audio file,Rock
2641,The Crystal Ship,The Doors,MPEG audio file,Rock
2642,Twentienth Century Fox,The Doors,MPEG audio file,Rock
2643,Alabama Song,The Doors,MPEG audio file,Rock
2644,Light My Fire,The Doors,MPEG audio file,Rock
2645,Back Door Man,The Doors,MPEG audio file,Rock
2646,I Looked At You,The Doors,MPEG audio file,Rock
2647,End Of The Night,The Doors,MPEG audio file,Rock
2648,Take It As It Comes,The Doors,MPEG audio file,Rock
2649,The End,The Doors,MPEG audio file,Rock
2650,Roxanne,The Police Greatest Hits,MPEG audio file,Rock
2651,Can't Stand Losing You,The Police Greatest Hits,MPEG audio file,Rock
2652,Message in a Bottle,The Police Greatest Hits,MPEG audio file,Rock
2653,Walking on the Moon,The Police Greatest Hits,MPEG audio file,Rock
2654,Don't Stand so Close to Me,The Police Greatest Hits,MPEG audio file,Rock
2655,"De Do Do Do, De Da Da Da",The Police Greatest Hits,MPEG audio file,Rock
2656,Every Little Thing She Does is Magic,The Police Greatest Hits,MPEG audio file,Rock
2657,Invisible Sun,The Police Greatest Hits,MPEG audio file,Rock
2658,Spirit's in the Material World,The Police Greatest Hits,MPEG audio file,Rock
2659,Every Breath You Take,The Police Greatest Hits,MPEG audio file,Rock
2660,King Of Pain,The Police Greatest Hits,MPEG audio file,Rock
2661,Wrapped Around Your Finger,The Police Greatest Hits,MPEG audio file,Rock
2662,Don't Stand So Close to Me '86,The Police Greatest Hits,MPEG audio file,Rock
2663,Message in a Bottle (new classic rock mix),The Police Greatest Hits,MPEG audio file,Rock
2664,Time Is On My Side,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2665,Heart Of Stone,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2666,Play With Fire,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2667,Satisfaction,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2668,As Tears Go By,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2669,Get Off Of My Cloud,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2670,Mother's Little Helper,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2671,19th Nervous Breakdown,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2672,Paint It Black,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2673,Under My Thumb,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2674,Ruby Tuesday,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2675,Let's Spend The Night Together,"Hot Rocks, 1964-1971 (Disc 1)",MPEG audio file,Rock
2676,Intro,No Security,MPEG audio file,Rock
2677,You Got Me Rocking,No Security,MPEG audio file,Rock
2678,Gimmie Shelters,No Security,MPEG audio file,Rock
2679,Flip The Switch,No Security,MPEG audio file,Rock
2680,Memory Motel,No Security,MPEG audio file,Rock
2681,Corinna,No Security,MPEG audio file,Rock
2682,Saint Of Me,No Security,MPEG audio file,Rock
2683,Wainting On A Friend,No Security,MPEG audio file,Rock
2684,Sister Morphine,No Security,MPEG audio file,Rock
2685,Live With Me,No Security,MPEG audio file,Rock
2686,Respectable,No Security,MPEG audio file,Rock
2687,Thief In The Night,No Security,MPEG audio file,Rock
2688,The Last Time,No Security,MPEG audio file,Rock
2689,Out Of Control,No Security,MPEG audio file,Rock
2690,Love Is Strong,Voodoo Lounge,MPEG audio file,Rock
2691,You Got Me Rocking,Voodoo Lounge,MPEG audio file,Rock
2692,Sparks Will Fly,Voodoo Lounge,MPEG audio file,Rock
2693,The Worst,Voodoo Lounge,MPEG audio file,Rock
2694,New Faces,Voodoo Lounge,MPEG audio file,Rock
2695,Moon Is Up,Voodoo Lounge,MPEG audio file,Rock
2696,Out Of Tears,Voodoo Lounge,MPEG audio file,Rock
2697,I Go Wild,Voodoo Lounge,MPEG audio file,Rock
2698,Brand New Car,Voodoo Lounge,MPEG audio file,Rock
2699,Sweethearts Together,Voodoo Lounge,MPEG audio file,Rock
2700,Suck On The Jugular,Voodoo Lounge,MPEG audio file,Rock
2701,Blinded By Rainbows,Voodoo Lounge,MPEG audio file,Rock
2702,Baby Break It Down,Voodoo Lounge,MPEG audio file,Rock
2703,Thru And Thru,Voodoo Lounge,MPEG audio file,Rock
2704,Mean Disposition,Voodoo Lounge,MPEG audio file,Rock
2731,I Can't Explain,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2732,"Anyway, Anyhow, Anywhere",My Generation - The Very Best Of The Who,MPEG audio file,Rock
2733,My Generation,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2734,Substitute,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2735,I'm A Boy,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2736,Boris The Spider,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2737,Happy Jack,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2738,Pictures Of Lily,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2739,I Can See For Miles,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2740,Magic Bus,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2741,Pinball Wizard,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2742,The Seeker,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2743,Baba O'Riley,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2744,Won't Get Fooled Again (Full Length Version),My Generation - The Very Best Of The Who,MPEG audio file,Rock
2745,Let's See Action,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2746,5.15,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2747,Join Together,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2748,Squeeze Box,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2749,Who Are You (Single Edit Version),My Generation - The Very Best Of The Who,MPEG audio file,Rock
2750,You Better You Bet,My Generation - The Very Best Of The Who,MPEG audio file,Rock
2926,Zoo Station,Achtung Baby,MPEG audio file,Rock
2927,Even Better Than The Real Thing,Achtung Baby,MPEG audio file,Rock
2928,One,Achtung Baby,MPEG audio file,Rock
2929,Until The End Of The World,Achtung Baby,MPEG audio file,Rock
2930,Who's Gonna Ride Your Wild Horses,Achtung Baby,MPEG audio file,Rock
2931,So Cruel,Achtung Baby,MPEG audio file,Rock
2932,The Fly,Achtung Baby,MPEG audio file,Rock
2933,Mysterious Ways,Achtung Baby,MPEG audio file,Rock
2934,Tryin' To Throw Your Arms Around The World,Achtung Baby,MPEG audio file,Rock
2935,Ultraviolet (Light My Way),Achtung Baby,MPEG audio file,Rock
2936,Acrobat,Achtung Baby,MPEG audio file,Rock
2937,Love Is Blindness,Achtung Baby,MPEG audio file,Rock
2938,Beautiful Day,All That You Can't Leave Behind,MPEG audio file,Rock
2939,Stuck In A Moment You Can't Get Out Of,All That You Can't Leave Behind,MPEG audio file,Rock
2940,Elevation,All That You Can't Leave Behind,MPEG audio file,Rock
2941,Walk On,All That You Can't Leave Behind,MPEG audio file,Rock
2942,Kite,All That You Can't Leave Behind,MPEG audio file,Rock
2943,In A Little While,All That You Can't Leave Behind,MPEG audio file,Rock
2944,Wild Honey,All That You Can't Leave Behind,MPEG audio file,Rock
2945,Peace On Earth,All That You Can't Leave Behind,MPEG audio file,Rock
2946,When I Look At The World,All That You Can't Leave Behind,MPEG audio file,Rock
2947,New York,All That You Can't Leave Behind,MPEG audio file,Rock
2948,Grace,All That You Can't Leave Behind,MPEG audio file,Rock
2949,The Three Sunrises,B-Sides 1980-1990,MPEG audio file,Rock
2950,Spanish Eyes,B-Sides 1980-1990,MPEG audio file,Rock
2951,Sweetest Thing,B-Sides 1980-1990,MPEG audio file,Rock
2952,Love Comes Tumbling,B-Sides 1980-1990,MPEG audio file,Rock
2953,Bass Trap,B-Sides 1980-1990,MPEG audio file,Rock
2954,Dancing Barefoot,B-Sides 1980-1990,MPEG audio file,Rock
2955,Everlasting Love,B-Sides 1980-1990,MPEG audio file,Rock
2956,Unchained Melody,B-Sides 1980-1990,MPEG audio file,Rock
2957,Walk To The Water,B-Sides 1980-1990,MPEG audio file,Rock
2958,Luminous Times (Hold On To Love),B-Sides 1980-1990,MPEG audio file,Rock
2959,Hallelujah Here She Comes,B-Sides 1980-1990,MPEG audio file,Rock
2960,Silver And Gold,B-Sides 1980-1990,MPEG audio file,Rock
2961,Endless Deep,B-Sides 1980-1990,MPEG audio file,Rock
2962,A Room At The Heartbreak Hotel,B-Sides 1980-1990,MPEG audio file,Rock
2963,"Trash, Trampoline And The Party Girl",B-Sides 1980-1990,MPEG audio file,Rock
2964,Vertigo,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2965,Miracle Drug,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2966,Sometimes You Can't Make It On Your Own,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2967,Love And Peace Or Else,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2968,City Of Blinding Lights,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2969,All Because Of You,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2970,A Man And A Woman,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2971,Crumbs From Your Table,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2972,One Step Closer,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2973,Original Of The Species,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2974,Yahweh,How To Dismantle An Atomic Bomb,MPEG audio file,Rock
2975,Discotheque,Pop,MPEG audio file,Rock
2976,Do You Feel Loved,Pop,MPEG audio file,Rock
2977,Mofo,Pop,MPEG audio file,Rock
2978,If God Will Send His Angels,Pop,MPEG audio file,Rock
2979,Staring At The Sun,Pop,MPEG audio file,Rock
2980,Last Night On Earth,Pop,MPEG audio file,Rock
2981,Gone,Pop,MPEG audio file,Rock
2982,Miami,Pop,MPEG audio file,Rock
2983,The Playboy Mansion,Pop,MPEG audio file,Rock
2984,If You Wear That Velvet Dress,Pop,MPEG audio file,Rock
2985,Please,Pop,MPEG audio file,Rock
2986,Wake Up Dead Man,Pop,MPEG audio file,Rock
2987,Helter Skelter,Rattle And Hum,MPEG audio file,Rock
2988,Van Diemen's Land,Rattle And Hum,MPEG audio file,Rock
2989,Desire,Rattle And Hum,MPEG audio file,Rock
2990,Hawkmoon 269,Rattle And Hum,MPEG audio file,Rock
2991,All Along The Watchtower,Rattle And Hum,MPEG audio file,Rock
2992,I Still Haven't Found What I'm Looking for,Rattle And Hum,MPEG audio file,Rock
2993,Freedom For My People,Rattle And Hum,MPEG audio file,Rock
2994,Silver And Gold,Rattle And Hum,MPEG audio file,Rock
2995,Pride (In The Name Of Love),Rattle And Hum,MPEG audio file,Rock
2996,Angel Of Harlem,Rattle And Hum,MPEG audio file,Rock
2997,Love Rescue Me,Rattle And Hum,MPEG audio file,Rock
2998,When Love Comes To Town,Rattle And Hum,MPEG audio file,Rock
2999,Heartland,Rattle And Hum,MPEG audio file,Rock
3000,God Part II,Rattle And Hum,MPEG audio file,Rock
3001,The Star Spangled Banner,Rattle And Hum,MPEG audio file,Rock
3002,Bullet The Blue Sky,Rattle And Hum,MPEG audio file,Rock
3003,All I Want Is You,Rattle And Hum,MPEG audio file,Rock
3004,Pride (In The Name Of Love),The Best Of 1980-1990,MPEG audio file,Rock
3005,New Year's Day,The Best Of 1980-1990,MPEG audio file,Rock
3006,With Or Without You,The Best Of 1980-1990,MPEG audio file,Rock
3007,I Still Haven't Found What I'm Looking For,The Best Of 1980-1990,MPEG audio file,Rock
3008,Sunday Bloody Sunday,The Best Of 1980-1990,MPEG audio file,Rock
3009,Bad,The Best Of 1980-1990,MPEG audio file,Rock
3010,Where The Streets Have No Name,The Best Of 1980-1990,MPEG audio file,Rock
3011,I Will Follow,The Best Of 1980-1990,MPEG audio file,Rock
3012,The Unforgettable Fire,The Best Of 1980-1990,MPEG audio file,Rock
3013,Sweetest Thing,The Best Of 1980-1990,MPEG audio file,Rock
3014,Desire,The Best Of 1980-1990,MPEG audio file,Rock
3015,When Love Comes To Town,The Best Of 1980-1990,MPEG audio file,Rock
3016,Angel Of Harlem,The Best Of 1980-1990,MPEG audio file,Rock
3017,All I Want Is You,The Best Of 1980-1990,MPEG audio file,Rock
3018,Sunday Bloody Sunday,War,MPEG audio file,Rock
3019,Seconds,War,MPEG audio file,Rock
3020,New Year's Day,War,MPEG audio file,Rock
3021,Like A Song...,War,MPEG audio file,Rock
3022,Drowning Man,War,MPEG audio file,Rock
3023,The Refugee,War,MPEG audio file,Rock
3024,Two Hearts Beat As One,War,MPEG audio file,Rock
3025,Red Light,War,MPEG audio file,Rock
3026,Surrender,War,MPEG audio file,Rock
3027,"""40""",War,MPEG audio file,Rock
3028,Zooropa,Zooropa,MPEG audio file,Rock
3029,Babyface,Zooropa,MPEG audio file,Rock
3030,Numb,Zooropa,MPEG audio file,Rock
3031,Lemon,Zooropa,MPEG audio file,Rock
3032,"Stay (Faraway, So Close!)",Zooropa,MPEG audio file,Rock
3033,Daddy's Gonna Pay For Your Crashed Car,Zooropa,MPEG audio file,Rock
3034,Some Days Are Better Than Others,Zooropa,MPEG audio file,Rock
3035,The First Time,Zooropa,MPEG audio file,Rock
3036,Dirty Day,Zooropa,MPEG audio file,Rock
3037,The Wanderer,Zooropa,MPEG audio file,Rock
3052,Where Have All The Good Times Gone?,Diver Down,MPEG audio file,Rock
3053,Hang 'Em High,Diver Down,MPEG audio file,Rock
3054,Cathedral,Diver Down,MPEG audio file,Rock
3055,Secrets,Diver Down,MPEG audio file,Rock
3056,Intruder,Diver Down,MPEG audio file,Rock
3057,(Oh) Pretty Woman,Diver Down,MPEG audio file,Rock
3058,Dancing In The Street,Diver Down,MPEG audio file,Rock
3059,Little Guitars (Intro),Diver Down,MPEG audio file,Rock
3060,Little Guitars,Diver Down,MPEG audio file,Rock
3061,Big Bad Bill (Is Sweet William Now),Diver Down,MPEG audio file,Rock
3062,The Full Bug,Diver Down,MPEG audio file,Rock
3063,Happy Trails,Diver Down,MPEG audio file,Rock
3064,Eruption,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3065,Ain't Talkin' 'bout Love,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3066,Runnin' With The Devil,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3067,Dance the Night Away,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3068,And the Cradle Will Rock...,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3069,Unchained,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3070,Jump,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3071,Panama,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3072,Why Can't This Be Love,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3073,Dreams,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3074,When It's Love,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3075,Poundcake,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3076,Right Now,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3077,Can't Stop Loving You,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3078,Humans Being,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3079,Can't Get This Stuff No More,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3080,Me Wise Magic,"The Best Of Van Halen, Vol. I",MPEG audio file,Rock
3081,Runnin' With The Devil,Van Halen,MPEG audio file,Rock
3082,Eruption,Van Halen,MPEG audio file,Rock
3083,You Really Got Me,Van Halen,MPEG audio file,Rock
3084,Ain't Talkin' 'Bout Love,Van Halen,MPEG audio file,Rock
3085,I'm The One,Van Halen,MPEG audio file,Rock
3086,Jamie's Cryin',Van Halen,MPEG audio file,Rock
3087,Atomic Punk,Van Halen,MPEG audio file,Rock
3088,Feel Your Love Tonight,Van Halen,MPEG audio file,Rock
3089,Little Dreamer,Van Halen,MPEG audio file,Rock
3090,Ice Cream Man,Van Halen,MPEG audio file,Rock
3091,On Fire,Van Halen,MPEG audio file,Rock
3092,Neworld,Van Halen III,MPEG audio file,Rock
3093,Without You,Van Halen III,MPEG audio file,Rock
3094,One I Want,Van Halen III,MPEG audio file,Rock
3095,From Afar,Van Halen III,MPEG audio file,Rock
3096,Dirty Water Dog,Van Halen III,MPEG audio file,Rock
3097,Once,Van Halen III,MPEG audio file,Rock
3098,Fire in the Hole,Van Halen III,MPEG audio file,Rock
3099,Josephina,Van Halen III,MPEG audio file,Rock
3100,Year to the Day,Van Halen III,MPEG audio file,Rock
3101,Primary,Van Halen III,MPEG audio file,Rock
3102,Ballot or the Bullet,Van Halen III,MPEG audio file,Rock
3103,How Many Say I,Van Halen III,MPEG audio file,Rock
3104,Sucker Train Blues,Contraband,MPEG audio file,Rock
3105,Do It For The Kids,Contraband,MPEG audio file,Rock
3106,Big Machine,Contraband,MPEG audio file,Rock
3107,Illegal I Song,Contraband,MPEG audio file,Rock
3108,Spectacle,Contraband,MPEG audio file,Rock
3109,Fall To Pieces,Contraband,MPEG audio file,Rock
3110,Headspace,Contraband,MPEG audio file,Rock
3111,Superhuman,Contraband,MPEG audio file,Rock
3112,Set Me Free,Contraband,MPEG audio file,Rock
3113,You Got No Right,Contraband,MPEG audio file,Rock
3114,Slither,Contraband,MPEG audio file,Rock
3115,Dirty Little Thing,Contraband,MPEG audio file,Rock
3116,Loving The Alien,Contraband,MPEG audio file,Rock
3225,Your Time Is Gonna Come,Un-Led-Ed,Protected AAC audio file,Rock
3276,Sympton of the Universe,Speak of the Devil,Protected AAC audio file,Rock
3277,Snowblind,Speak of the Devil,Protected AAC audio file,Rock
3278,Black Sabbath,Speak of the Devil,Protected AAC audio file,Rock
3279,Fairies Wear Boots,Speak of the Devil,Protected AAC audio file,Rock
3280,War Pigs,Speak of the Devil,Protected AAC audio file,Rock
3281,The Wizard,Speak of the Devil,Protected AAC audio file,Rock
3282,N.I.B.,Speak of the Devil,Protected AAC audio file,Rock
3283,Sweet Leaf,Speak of the Devil,Protected AAC audio file,Rock
3284,Never Say Die,Speak of the Devil,Protected AAC audio file,Rock
3285,"Sabbath, Bloody Sabbath",Speak of the Devil,Protected AAC audio file,Rock
3286,Iron Man/Children of the Grave,Speak of the Devil,Protected AAC audio file,Rock
3287,Paranoid,Speak of the Devil,Protected AAC audio file,Rock
3288,Rock You Like a Hurricane,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3289,No One Like You,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3290,The Zoo,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3291,Loving You Sunday Morning,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3292,Still Loving You,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3293,Big City Nights,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3294,Believe in Love,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3295,Rhythm of Love,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3296,I Can't Explain,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3297,Tease Me Please Me,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3298,Wind of Change,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3299,Send Me an Angel,20th Century Masters - The Millennium Collection: The Best of Scorpions,Protected AAC audio file,Rock
3353,I Guess You're Right,Every Kind of Light,AAC audio file,Rock
3355,Love Comes,Every Kind of Light,AAC audio file,Rock
63,Desafinado,Warner 25 Anos,MPEG audio file,Jazz
64,Garota De Ipanema,Warner 25 Anos,MPEG audio file,Jazz
65,Samba De Uma Nota Só (One Note Samba),Warner 25 Anos,MPEG audio file,Jazz
66,Por Causa De Você,Warner 25 Anos,MPEG audio file,Jazz
67,Ligia,Warner 25 Anos,MPEG audio file,Jazz
68,Fotografia,Warner 25 Anos,MPEG audio file,Jazz
69,Dindi (Dindi),Warner 25 Anos,MPEG audio file,Jazz
70,Se Todos Fossem Iguais A Você (Instrumental),Warner 25 Anos,MPEG audio file,Jazz
71,Falando De Amor,Warner 25 Anos,MPEG audio file,Jazz
72,Angela,Warner 25 Anos,MPEG audio file,Jazz
73,Corcovado (Quiet Nights Of Quiet Stars),Warner 25 Anos,MPEG audio file,Jazz
74,Outra Vez,Warner 25 Anos,MPEG audio file,Jazz
75,O Boto (Bôto),Warner 25 Anos,MPEG audio file,Jazz
76,"Canta, Canta Mais",Warner 25 Anos,MPEG audio file,Jazz
123,Quadrant,The Best Of Billy Cobham,MPEG audio file,Jazz
124,Snoopy's search-Red baron,The Best Of Billy Cobham,MPEG audio file,Jazz
125,"Spanish moss-""A sound portrait""-Spanish moss",The Best Of Billy Cobham,MPEG audio file,Jazz
126,Moon germs,The Best Of Billy Cobham,MPEG audio file,Jazz
127,Stratus,The Best Of Billy Cobham,MPEG audio file,Jazz
128,The pleasant pheasant,The Best Of Billy Cobham,MPEG audio file,Jazz
129,Solo-Panhandler,The Best Of Billy Cobham,MPEG audio file,Jazz
130,Do what cha wanna,The Best Of Billy Cobham,MPEG audio file,Jazz
456,Heart of the Night,Heart of the Night,MPEG audio file,Jazz
457,De La Luz,Heart of the Night,MPEG audio file,Jazz
458,Westwood Moon,Heart of the Night,MPEG audio file,Jazz
459,Midnight,Heart of the Night,MPEG audio file,Jazz
460,Playtime,Heart of the Night,MPEG audio file,Jazz
461,Surrender,Heart of the Night,MPEG audio file,Jazz
462,Valentino's,Heart of the Night,MPEG audio file,Jazz
463,Believe,Heart of the Night,MPEG audio file,Jazz
464,As We Sleep,Heart of the Night,MPEG audio file,Jazz
465,When Evening Falls,Heart of the Night,MPEG audio file,Jazz
466,J Squared,Heart of the Night,MPEG audio file,Jazz
467,Best Thing,Heart of the Night,MPEG audio file,Jazz
597,Now's The Time,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
598,Jeru,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
599,Compulsion,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
600,Tempus Fugit,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
601,Walkin',The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
602,'Round Midnight,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
603,Bye Bye Blackbird,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
604,New Rhumba,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
605,Generique,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
606,Summertime,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
607,So What,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
608,The Pan Piper,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
609,Someday My Prince Will Come,The Essential Miles Davis [Disc 1],MPEG audio file,Jazz
610,My Funny Valentine (Live),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
611,E.S.P.,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
612,Nefertiti,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
613,Petits Machins (Little Stuff),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
614,Miles Runs The Voodoo Down,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
615,Little Church (Live),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
616,Black Satin,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
617,Jean Pierre (Live),The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
618,Time After Time,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
619,Portia,The Essential Miles Davis [Disc 2],MPEG audio file,Jazz
624,Jeepers Creepers,Up An' Atom,MPEG audio file,Jazz
625,Blue Rythm Fantasy,Up An' Atom,MPEG audio file,Jazz
626,Drum Boogie,Up An' Atom,MPEG audio file,Jazz
627,Let Me Off Uptown,Up An' Atom,MPEG audio file,Jazz
628,Leave Us Leap,Up An' Atom,MPEG audio file,Jazz
629,Opus No.1,Up An' Atom,MPEG audio file,Jazz
630,Boogie Blues,Up An' Atom,MPEG audio file,Jazz
631,How High The Moon,Up An' Atom,MPEG audio file,Jazz
632,Disc Jockey Jump,Up An' Atom,MPEG audio file,Jazz
633,Up An' Atom,Up An' Atom,MPEG audio file,Jazz
634,Bop Boogie,Up An' Atom,MPEG audio file,Jazz
635,Lemon Drop,Up An' Atom,MPEG audio file,Jazz
636,Coronation Drop,Up An' Atom,MPEG audio file,Jazz
